SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,V09492-PCBLK,,,,8,1,8,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177271,AMAZON11.2,AMAZON,455OUGLV,1,PL5202,,,,16,2,8,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM SAV3,7001 SKIPPER ROD,,MACON,GA,31216-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,PL5202,,,,16,2,8,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177278,AMAZON11.2,AMAZON,6FWZVS9W,1,PL5202,,,,16,2,8,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177615,AMAZON11.2,AMAZON,8CXMSLLB,1,PL5202,,,,16,2,8,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,ME9563,,,,8,1,8,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177240,AMAZON11.2,AMAZON,43LPE57J,1,ME9564,,,,8,1,8,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179188,AMAZON11.2,AMAZON,4HLTSJYZ,1,ME9564,,,,8,1,8,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9564,,,,8,1,8,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,PL5202,,,,24,3,8,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,179562,AMAZON11.2,AMAZON,5U9QJ6JQ,1,ME9564,,,,16,2,8,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179577,AMAZON11.2,AMAZON,6WEUG8LQ,1,ME9564,,,,16,2,8,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9564,,,,24,3,8,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,ME9564,,,,40,5,8,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,177273,AMAZON11.2,AMAZON,4IES812Z,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,177278,AMAZON11.2,AMAZON,6FWZVS9W,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177279,AMAZON11.2,AMAZON,6KPATGMJ,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,177608,AMAZON11.2,AMAZON,6V1UUGKP,1,ME9573,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,177612,AMAZON11.2,AMAZON,8CC3J1OV,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,Amazon.com dedc LLC,500 Duke Dr,,Lebanon,TN,37090-,,,
SLF940,VAND,177616,AMAZON11.2,AMAZON,8RFXHOZO,1,ME9578,,,,9,1,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LAX9 FONTANA,11263 OLEANDER AVE,,FONTANA,CA,92337-7441,,,
SLF940,VAND,179378,AMAZON11.2,AMAZON,2UXC5NZJ,1,ME9604-CGRYDRKGRY,,,,9,1,9,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,S2311,,,,9,1,9,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179379,AMAZON11.2,AMAZON,61SPALRM,1,ME9604-CGRYDRKGRY,,,,9,1,9,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179381,AMAZON11.2,AMAZON,6HTZG1KL,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,179386,AMAZON11.2,AMAZON,6X9MJHCH,1,S8250-AMZN,,,,9,1,9,,,,,,,11/12/2019,12/18/2019,12/20/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179870,AMAZON11.2,AMAZON,7YHZQ21B,1,ME9603-NVYLTBLU,,,,9,1,9,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,179874,AMAZON11.2,AMAZON,6FZOVLTP,1,ME9580,,,,9,1,9,,,,,,,11/12/2019,11/4/2019,11/6/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179963,AMAZON11.2,AMAZON,7IM61PIC,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,11/7/2019,11/9/2019,,,AMAZON.COM PDX7,4775 DEPOT CT SE,,SALEM,OR,97317-,,,
SLF940,VAND,179976,AMAZON11.2,AMAZON,2WXROR1X,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,11/7/2019,11/9/2019,,,Amazon - XIX5,11211 Burlington Road,,Kenosha,WI,53144-7449,,,
SLF940,VAND,180008,AMAZON11.2,AMAZON,37ISW1TA,1,ME9575,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,180011,AMAZON11.2,AMAZON,3NENLDCZ,1,ME9603-WHTBLK,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,GOLDEN STATE FC LLC,24300 Nandina Ave,,Moreno Valley,CA,92551-,,,
SLF940,VAND,180016,AMAZON11.2,AMAZON,3YSZCSXO,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,AMAZOM.COM,700 GATEWAY BLVD,,MONROE,OH,45050-1848,,,
SLF940,VAND,180018,AMAZON11.2,AMAZON,6JRZ7XRA,1,ME9603-WHTBLK,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon.com.dedc LLC,560 Merrimac ave,,middletown,DE,19709-,,,
SLF940,VAND,180020,AMAZON11.2,AMAZON,6T1S8I2X,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,180020,AMAZON11.2,AMAZON,6T1S8I2X,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,180024,AMAZON11.2,AMAZON,6AJ77EHD,1,ME9603-WHTBLK,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon.com - CMHI,11999 National Road SW,,Etna,OH,43062-7793,,,
SLF940,VAND,180026,AMAZON11.2,AMAZON,6YVU6M3T,1,ME9603-WHTBLK,,,,9,1,9,,,,,,,11/12/2019,11/11/2019,11/15/2019,,,Amazon.com - BLD2,200 Old Iron Ore Road,,Windsor,CT,06095-2144,,,
SLF940,VAND,177250,AMAZON11.2,AMAZON,6JMJ3ZYA,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,177251,AMAZON11.2,AMAZON,6Q9KRS7C,1,ME9582,,,,9,1,9,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,177259,AMAZON11.2,AMAZON,8J9WCLDA,1,ME9573,,,,9,1,9,,,,,,,11/12/2019,10/25/2019,10/29/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179187,AMAZON11.2,AMAZON,4LJE9JPJ,1,S8251-AMZN,,,,9,1,9,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,"AMAZON, TEB3",2651 Oldmans Creek Road,,SWEDESBORO,NJ,08085-,,,
SLF940,VAND,179550,AMAZON11.2,AMAZON,3GRZVWJL,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,"Amazon.com.DEDC, LLC",2 Ames Drive,,Carlisle,pa,17015-,,,
SLF940,VAND,179552,AMAZON11.2,AMAZON,3HURRD7U,1,ME9605-BLKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,179552,AMAZON11.2,AMAZON,3HURRD7U,1,S2130,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon .com DEDC LLC,2700 Center Drive,,DUPONT,WA,98327-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,ME9605-BLKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179553,AMAZON11.2,AMAZON,447A4MKQ,1,ME9604-CGRYDRKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com azdc LLC,800 n 75th ave,,Phoenix,AZ,85043-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,ME9604-CGRYDRKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179554,AMAZON11.2,AMAZON,4BAJEAJV,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com.indc LLC,715 Airtech Pkwy,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179555,AMAZON11.2,AMAZON,4EZ2LI9Z,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179555,AMAZON11.2,AMAZON,4EZ2LI9Z,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179555,AMAZON11.2,AMAZON,4EZ2LI9Z,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179556,AMAZON11.2,AMAZON,4J5SELPG,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179556,AMAZON11.2,AMAZON,4J5SELPG,1,ME9604-CGRYDRKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179556,AMAZON11.2,AMAZON,4J5SELPG,1,S2311,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179557,AMAZON11.2,AMAZON,4KJCETTS,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZOM.COM,700 GATEWAY BLVD,,MONROE,OH,45050-1848,,,
SLF940,VAND,179558,AMAZON11.2,AMAZON,4LM4AAHB,1,ME9605-BLKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179558,AMAZON11.2,AMAZON,4LM4AAHB,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon BOS7,1180 Innovation Way,,Fall River,MA,02722-,,,
SLF940,VAND,179559,AMAZON11.2,AMAZON,4SUP8MMJ,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179559,AMAZON11.2,AMAZON,4SUP8MMJ,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179559,AMAZON11.2,AMAZON,4SUP8MMJ,1,S2130,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179559,AMAZON11.2,AMAZON,4SUP8MMJ,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,BW14,165 Business Blvd,,CLEAR BROOK,VA,22624-,,,
SLF940,VAND,179560,AMAZON11.2,AMAZON,4U3WK6KS,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM KYDC LLC,6000 Enterprise Ave,,Schertz,TX,78154-,,,
SLF940,VAND,179561,AMAZON11.2,AMAZON,4WPNVXMN,1,S2130,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon,PO BOX 80387,,Seattle,WA,98108-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,4775 DEPOT CT SE,,SALEM,OR,97317-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,4775 DEPOT CT SE,,SALEM,OR,97317-,,,
SLF940,VAND,179565,AMAZON11.2,AMAZON,6F5GQNYF,1,S2130,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM SAV3,7001 SKIPPER ROD,,MACON,GA,31216-,,,
SLF940,VAND,179569,AMAZON11.2,AMAZON, 6KZIORZB ,1,ME9605-BLKGRY,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com indc LLC,800 Perry Road,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179569,AMAZON11.2,AMAZON, 6KZIORZB ,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com indc LLC,800 Perry Road,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179571,AMAZON11.2,AMAZON,6OP1VZPF,1,S2130,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,"amazon .com DEDC, LLC",1760 County Line Rd,,Lakeland,FL,33811-,,,
SLF940,VAND,179577,AMAZON11.2,AMAZON,6WEUG8LQ,1,ME9575,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
SLF940,VAND,179578,AMAZON11.2,AMAZON,6WV324CT,1,ME9605-GRYBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,XUSN,4200 Ferry Road,,Aurora,IL,60502-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,ME9605-RDBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,S8248,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,ME9574,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,179579,AMAZON11.2,AMAZON,7IVKDZTW,1,ME9581,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,CLT 3,6500 Davidson Hway,,Concord,NC,28027-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9575,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9580,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179580,AMAZON11.2,AMAZON,8ZJ6XF4L,1,ME9603-WHTBLK,,,,9,1,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,SMF3,3923 S B ST,,STOCKTON,CA,95206-,,,
SLF940,VAND,179223,AMAZON11.2,AMAZON,269QC1SQ,1,S8251-AMZN,,,,18,2,9,,,,,,,11/12/2019,10/25/2019,10/28/2019,,,AMAZON DET 2,50500 MOUND ROAD,,SHELBY TOWNSHIP,MI,48317-,,,
SLF940,VAND,179555,AMAZON11.2,AMAZON,4EZ2LI9Z,1,S2130,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COMDEDC LLC,39000 AMRHEIN ROAD,,LIVONIA,MI,48150-,,,
SLF940,VAND,179556,AMAZON11.2,AMAZON,4J5SELPG,1,ME9605-GRYBLK,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com dedc. LLC,225 Infinity Dr. NW,,CHARLESTON,TN,37310-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,S2130,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,PDX7,4775 DEPOT CT SE,SALEM,OR,97317-,,,
SLF940,VAND,179563,AMAZON11.2,AMAZON,67QFC8JX,1,S8251-AMZN,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM PDX7,PDX7,4775 DEPOT CT SE,SALEM,OR,97317-,,,
SLF940,VAND,179569,AMAZON11.2,AMAZON, 6KZIORZB ,1,ME9605-GRYBLK,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,Amazon.com indc LLC,800 Perry Road,,PLAINFIELD,IN,46168-,,,
SLF940,VAND,179570,AMAZON11.2,AMAZON,6MUAAVUQ,1,S2130,,,,18,2,9,,,,,,,11/12/2019,10/29/2019,10/30/2019,,,AMAZON.COM DEDC,1101 E PEARL STREET,,BURLINGTON,NJ,08016-1934,,,
SLF940,VAND,177270,AMAZON11.2,AMAZON,41G6N8VR,1,ME9573,,,,27,3,9,,,,,,,11/12/2019,11/25/2019,11/27/2019,,,LGB8,1568 N Linden Avenue,,Rialto,CA,92376-,,,
